business_id,date,ViolationTypeID,risk_category,description,business_name,business_address,business_city,business_state,inspection_id,inspection_date,inspection_type
68105,20140616,103120,Moderate Risk,Moderate risk food holding temperature,Gilberth's Rottiserie & Grill,2427 03rd St,San Francisco,CA,68105_20170104,2017-01-04,Routine - Unscheduled
74973,20150402,103131,Moderate Risk,Moderate risk vermin infestation,Bistro Gambrinus,1813 Fulton St,San Francisco,CA,74973_20180425,2018-04-25,Routine - Unscheduled
83633,20160411,103105,High Risk,Improper cooling methods,As Quoted,3613 Sacramento St,San Francisco,CA,83633_20180503,2018-05-03,Routine - Unscheduled
67043,20141015,103120,Moderate Risk,Moderate risk food holding temperature,Jang Soo BBQ,6314 Geary Blvd,San Francisco,CA,67043_20190403,2019-04-03,Routine - Unscheduled
82361,20160720,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,Yangtze Market,2026 Mission St,San Francisco,CA,82361_20170731,2017-07-31,Routine - Unscheduled
67828,20150424,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,King's Thai Cuisine,346 CLEMENT St,San Francisco,CA,67828_20170327,2017-03-27,Routine - Unscheduled
86885,20160413,103161,Low Risk,Low risk vermin infestation,Franklin Market,2836 Franklin St,San Francisco,CA,86885_20170824,2017-08-24,Routine - Unscheduled
68331,20140616,103148,Low Risk,No thermometers or uncalibrated thermometers,Blackwood Thai Cuisine,2150 CHESTNUT St,San Francisco,CA,68331_20171103,2017-11-03,Routine - Unscheduled
75044,20141208,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,1760,1760 Polk St,San Francisco,CA,75044_20180313,2018-03-13,Routine - Unscheduled
80669,20160324,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,Al's Place,1499 Valencia St,San Francisco,CA,80669_20170816,2017-08-16,Routine - Unscheduled
70685,20160726,103139,Low Risk,Improper food storage,5 Degree Tea House,2527 SAN BRUNO Ave,San Francisco,CA,70685_20171212,2017-12-12,Routine - Unscheduled
87924,20160927,103133,Moderate Risk,Foods not protected from contamination,DECCAN HOUSE,1142 Valencia St,San Francisco,CA,87924_20180824,2018-08-24,Routine - Unscheduled
78172,20150206,103145,Low Risk,Improper storage of equipment utensils or linens,Rhea's Deli & Market,800 Valencia St,San Francisco,CA,78172_20170201,2017-02-01,Routine - Unscheduled
82413,20150925,103102,High Risk,Unclean hands or improper use of gloves,Farmhouse Kitchen Thai Cuisine,710 Florida St,San Francisco,CA,82413_20190917,2019-09-17,Routine - Unscheduled
74800,20140905,103148,Low Risk,No thermometers or uncalibrated thermometers,Chubby Noodle Marina,2205 Lombard St,San Francisco,CA,74800_20190925,2019-09-25,Routine - Unscheduled
76874,20140825,103150,Low Risk,Improper or defective plumbing,HAPPY LAMB HOT POT,405 Mason St,San Francisco,CA,76874_20161101,2016-11-01,Routine - Unscheduled
65834,20160809,103120,Moderate Risk,Moderate risk food holding temperature,Roma Pizzeria,5099 MISSION St,San Francisco,CA,65834_20170517,2017-05-17,Routine - Unscheduled
79345,20150202,103105,High Risk,Improper cooling methods,Bayshore Taqueria,300 Bayshore Blvd #A,San Francisco,CA,79345_20190115,2019-01-15,Routine - Unscheduled
70521,20150106,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,Estrella Taqueria,380 Bush St #5,San Francisco,CA,70521_20180604,2018-06-04,Routine - Unscheduled
74240,20140805,103150,Low Risk,Improper or defective plumbing,Dollar & Sense,345 Eddy St,San Francisco,CA,74240_20171010,2017-10-10,Routine - Unscheduled
82134,20150427,103105,High Risk,Improper cooling methods,Harbor Villa Restaurant,5238 Diamond Heights Blvd,San Francisco,CA,82134_20180918,2018-09-18,Routine - Unscheduled
76886,20160331,103102,High Risk,Unclean hands or improper use of gloves,Tsing Tao #2,1117 Fillmore St,San Francisco,CA,76886_20180509,2018-05-09,Routine - Unscheduled
86407,20160427,103144,Low Risk,Unapproved or unmaintained equipment or utensils,SFSU Cafe in the Park,802 Font Blvd,San Francisco,CA,86407_20170505,2017-05-05,Routine - Unscheduled
68916,20141120,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,Rumors,398 07th St,San Francisco,CA,68916_20170214,2017-02-14,Routine - Unscheduled
70960,20160721,103109,High Risk,Unclean or unsanitary food contact surfaces,Tsubasa Sushi,429 Gough St,San Francisco,CA,70960_20170712,2017-07-12,Routine - Unscheduled
76511,20141113,103139,Low Risk,Improper food storage,All Nite Pizza & Foods,5155 03rd St,San Francisco,CA,76511_20190814,2019-08-14,Routine - Unscheduled
66612,20160922,103109,High Risk,Unclean or unsanitary food contact surfaces,Kama Sushi,1497 CHURCH St,San Francisco,CA,66612_20161013,2016-10-13,Reinspection/Followup
75973,20150324,103144,Low Risk,Unapproved or unmaintained equipment or utensils,BB Tea Station LLC,1314 Noriega St,San Francisco,CA,75973_20190807,2019-08-07,Routine - Unscheduled
86073,20160127,103109,High Risk,Unclean or unsanitary food contact surfaces,Ginza Japanese Restaurant,1793 Haight St,San Francisco,CA,86073_20180723,2018-07-23,Routine - Unscheduled
67250,20150513,103157,Low Risk,Food safety certificate or food handler card not available,Sodexo @ Academy of Art University,625 Polk St 1st Floor,San Francisco,CA,67250_20180430,2018-04-30,Routine - Unscheduled
86076,20160113,103120,Moderate Risk,Moderate risk food holding temperature,Won Kok Restaurant,700 Monterey Blvd,San Francisco,CA,86076_20190122,2019-01-22,Routine - Unscheduled
77973,20140916,103142,Low Risk,Unclean nonfood contact surfaces,First Korean Market,4625 Geary Blvd,San Francisco,CA,77973_20190308,2019-03-08,Routine - Unscheduled
79565,20160824,103145,Low Risk,Improper storage of equipment utensils or linens,Yan Yan Seafood Restaurant,2241 Judah St,San Francisco,CA,79565_20190710,2019-07-10,Complaint
65561,20141016,103154,Low Risk,Unclean or degraded floors walls or ceilings,"House of Dim Sum, Inc.",735 Jackson St,San Francisco,CA,65561_20190723,2019-07-23,Routine - Unscheduled
74216,20150720,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,MDJK Food Service,1390 Wallace St,San Francisco,CA,74216_20180727,2018-07-27,Routine - Unscheduled
80887,20150424,103157,Low Risk,Food safety certificate or food handler card not available,Supercue Cafe,1330 Ocean Ave,San Francisco,CA,80887_20180215,2018-02-15,Routine - Unscheduled
69115,20160914,103114,High Risk,High risk vermin infestation,Hahn's Hibachi,1710 Polk St,San Francisco,CA,69115_20180227,2018-02-27,Routine - Unscheduled
67067,20160729,103109,High Risk,Unclean or unsanitary food contact surfaces,Tupelo,1337 Grant Ave,San Francisco,CA,67067_20190314,2019-03-14,Routine - Unscheduled
72176,20140708,103142,Low Risk,Unclean nonfood contact surfaces,Wolfes Lunch,1220 16th St,San Francisco,CA,72176_20170207,2017-02-07,Routine - Unscheduled
65137,20160810,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,Martita Restaurant,5276 Mission St,San Francisco,CA,65137_20190130,2019-01-30,Routine - Unscheduled
77168,20140709,103120,Moderate Risk,Moderate risk food holding temperature,Que Huong Vietnamese Deli,2138 Irving St,San Francisco,CA,77168_20161101,2016-11-01,Routine - Unscheduled
69249,20140602,103103,High Risk,High risk food holding temperature,Bon Appetit @ Twitter,1355 Market St 9th Fl.,San Francisco,CA,69249_20170503,2017-05-03,Routine - Unscheduled
85258,20160405,103120,Moderate Risk,Moderate risk food holding temperature,Torraku Ramen,428 11th St,San Francisco,CA,85258_20170530,2017-05-30,Routine - Unscheduled
68037,20160919,103154,Low Risk,Unclean or degraded floors walls or ceilings,Focaccia Market Bakery,185 BERRY St #1430,San Francisco,CA,68037_20180501,2018-05-01,Routine - Unscheduled
66874,20140626,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,Peninsula Seafood Restaurant,641 Jackson St,San Francisco,CA,66874_20170315,2017-03-15,Routine - Unscheduled
81978,20150512,103133,Moderate Risk,Foods not protected from contamination,Ella's American Kitchen on Polk,1608 Polk St,San Francisco,CA,81978_20180227,2018-02-27,Routine - Unscheduled
82097,20160419,103102,High Risk,Unclean hands or improper use of gloves,The Lunchpad,581 Hayes St,San Francisco,CA,82097_20181022,2018-10-22,Routine - Unscheduled
66808,20140428,103142,Low Risk,Unclean nonfood contact surfaces,Burger King 3684,819 Van Ness Ave,San Francisco,CA,66808_20180713,2018-07-13,Routine - Unscheduled
68493,20141210,103144,Low Risk,Unapproved or unmaintained equipment or utensils,Cassava,3519 Balboa St,San Francisco,CA,68493_20161017,2016-10-17,Routine - Unscheduled
68540,20140520,103145,Low Risk,Improper storage of equipment utensils or linens,Rank Quickserve,4199 Mission St,San Francisco,CA,68540_20171011,2017-10-11,Routine - Unscheduled
78844,20160303,103157,Low Risk,Food safety certificate or food handler card not available,Cafe La Flore 1,1032 Clement St,San Francisco,CA,78844_20161017,2016-10-17,Routine - Unscheduled
71841,20160923,103156,Low Risk,Permit license or inspection report not posted,"Rapha Racing, LLC",2198 FILBERT ST,San Francisco,CA,71841_20180321,2018-03-21,Routine - Unscheduled
70970,20141201,103142,Low Risk,Unclean nonfood contact surfaces,H.Q. Bar & Restaurant,1568 HAIGHT St,San Francisco,CA,70970_20181109,2018-11-09,Routine - Unscheduled
71532,20140828,103144,Low Risk,Unapproved or unmaintained equipment or utensils,Xpresso Tea,6901 Geary Blvd,San Francisco,CA,71532_20180202,2018-02-02,Routine - Unscheduled
81461,20160629,103120,Moderate Risk,Moderate risk food holding temperature,Mescolanza Restaurant,3750 Geary Blvd,San Francisco,CA,81461_20170328,2017-03-28,Routine - Unscheduled
69737,20160823,103142,Low Risk,Unclean nonfood contact surfaces,StrEat Cervezas,428 11th St,San Francisco,CA,69737_20170726,2017-07-26,Routine - Unscheduled
70780,20150311,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,Darioush Inc.,800 Chestnut St,San Francisco,CA,70780_20180410,2018-04-10,Routine - Unscheduled
75836,20140624,103139,Low Risk,Improper food storage,Little Bee Baking,521 Cortland Ave,San Francisco,CA,75836_20170320,2017-03-20,Routine - Unscheduled
71534,20140605,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,7 Eleven #2366-36039A,644 Mission St,San Francisco,CA,71534_20190503,2019-05-03,Routine - Unscheduled
68615,20141217,103132,Moderate Risk,Improper thawing methods,Osha Express,1 Market St #21B,San Francisco,CA,68615_20180122,2018-01-22,Routine - Unscheduled
82388,20150630,103133,Moderate Risk,Foods not protected from contamination,Jin Mi BBQ & Tofu,366 Golden Gate Ave,San Francisco,CA,82388_20170130,2017-01-30,Routine - Unscheduled
65066,20160810,103103,High Risk,High risk food holding temperature,Lers Ros Thai Noodle,307 Hayes St,San Francisco,CA,65066_20180808,2018-08-08,Routine - Unscheduled
80587,20161005,103109,High Risk,Unclean or unsanitary food contact surfaces,Tao Sushi,4808 Mission St,San Francisco,CA,80587_20161005,2016-10-05,Routine - Unscheduled
69353,20160907,103131,Moderate Risk,Moderate risk vermin infestation,Aria,932 Larkin St,San Francisco,CA,69353_20170828,2017-08-28,Routine - Unscheduled
68352,20160107,103131,Moderate Risk,Moderate risk vermin infestation,Vogue Theatre,3290 Sacramento St,San Francisco,CA,68352_20180611,2018-06-11,Routine - Unscheduled
72171,20160824,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,John's Grill,63 Ellis St,San Francisco,CA,72171_20190122,2019-01-22,Routine - Unscheduled
75353,20150511,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,Grumpy Cafe,66 Dorman Ave,San Francisco,CA,75353_20190116,2019-01-16,Routine - Unscheduled
68365,20141217,103154,Low Risk,Unclean or degraded floors walls or ceilings,Rite Spot Cafe,2099 Folsom St,San Francisco,CA,68365_20170110,2017-01-10,Routine - Unscheduled
67237,20150424,103105,High Risk,Improper cooling methods,La Jefa,445 Bayshore Blvd,San Francisco,CA,67237_20180914,2018-09-14,Routine - Unscheduled
78779,20140721,103144,Low Risk,Unapproved or unmaintained equipment or utensils,Pakwan Restaurant,501 O'Farrell St,San Francisco,CA,78779_20190227,2019-02-27,Routine - Unscheduled
86545,20160520,103120,Moderate Risk,Moderate risk food holding temperature,Yemen Cafe & Restaurant,1098 Sutter St,San Francisco,CA,86545_20180618,2018-06-18,Routine - Unscheduled
73949,20150501,103144,Low Risk,Unapproved or unmaintained equipment or utensils,Castro Tarts Cafe and Bakery Inc.,564 Castro St,San Francisco,CA,73949_20180829,2018-08-29,Routine - Unscheduled
74283,20160825,103131,Moderate Risk,Moderate risk vermin infestation,Pizza Express,813 Cortland Ave,San Francisco,CA,74283_20170309,2017-03-09,Routine - Unscheduled
79296,20160809,103120,Moderate Risk,Moderate risk food holding temperature,Puccini & Pinetti,129 Ellis St,San Francisco,CA,79296_20180814,2018-08-14,Routine - Unscheduled
81884,20160503,103109,High Risk,Unclean or unsanitary food contact surfaces,Little Sweet,3836 Geary Blvd,San Francisco,CA,81884_20180629,2018-06-29,Routine - Unscheduled
79025,20150126,103144,Low Risk,Unapproved or unmaintained equipment or utensils,Phat Philly,3388 24th St,San Francisco,CA,79025_20180503,2018-05-03,Routine - Unscheduled
76992,20160928,103109,High Risk,Unclean or unsanitary food contact surfaces,City Taqueria,1836 Divisadero St,San Francisco,CA,76992_20180206,2018-02-06,Routine - Unscheduled
67564,20140807,103105,High Risk,Improper cooling methods,ITHAI,720 Post St,San Francisco,CA,67564_20161108,2016-11-08,Routine - Unscheduled
76615,20140710,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,Top's Cafe,2460 San Bruno Ave,San Francisco,CA,76615_20161101,2016-11-01,Routine - Unscheduled
69152,20150617,103154,Low Risk,Unclean or degraded floors walls or ceilings,Polo Grounds Pub & Grill,747 03rd St,San Francisco,CA,69152_20170816,2017-08-16,Routine - Unscheduled
86231,20160401,103113,High Risk,Sewage or wastewater contamination,"Brew Brothers Cafe, Inc.",1299 Pacific Ave,San Francisco,CA,86231_20161021,2016-10-21,Routine - Unscheduled
79430,20160608,103144,Low Risk,Unapproved or unmaintained equipment or utensils,City Discount Meat & Grocery Market,2298 Mission St,San Francisco,CA,79430_20170830,2017-08-30,Routine - Unscheduled
78489,20160922,103157,Low Risk,Food safety certificate or food handler card not available,Celtic Catering Inc.,167 Leland Ave,San Francisco,CA,78489_20170217,2017-02-17,Routine - Unscheduled
83360,20150626,103148,Low Risk,No thermometers or uncalibrated thermometers,Little Skillet,330 Ritch St,San Francisco,CA,83360_20190814,2019-08-14,Complaint
68298,20160630,103161,Low Risk,Low risk vermin infestation,Walgreens #4609,1301 Market St,San Francisco,CA,68298_20170504,2017-05-04,Routine - Unscheduled
74508,20150618,103131,Moderate Risk,Moderate risk vermin infestation,Guckenheimer/Blue Shield of CA,50 Beale St 23rd Floor,San Francisco,CA,74508_20170721,2017-07-21,Routine - Unscheduled
71232,20150428,103147,Low Risk,Inadequate ventilation or lighting,Uncle Cafe,65 Waverly Pl,San Francisco,CA,71232_20171206,2017-12-06,Routine - Unscheduled
83553,20160928,103131,Moderate Risk,Moderate risk vermin infestation,B On The Go LLC,2794 California St,San Francisco,CA,83553_20190521,2019-05-21,Routine - Unscheduled
74712,20160729,103150,Low Risk,Improper or defective plumbing,Kasa Indian Eatery,1356 Polk St,San Francisco,CA,74712_20190531,2019-05-31,Routine - Unscheduled
79212,20160914,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,Earthbar,2055 Union St,San Francisco,CA,79212_20180130,2018-01-30,Routine - Unscheduled
70071,20160902,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,Monterey Deli,499 Monterey Blvd,San Francisco,CA,70071_20180727,2018-07-27,Routine - Unscheduled
84393,20160205,103138,Low Risk,Improper storage use or identification of toxic substances,SF Food Market,4614 03rd St,San Francisco,CA,84393_20170919,2017-09-19,Routine - Unscheduled
78184,20160411,103107,High Risk,Improper reheating of food,Smokin' Warehouse BBQ,3336 Sacramento Ave,San Francisco,CA,78184_20161206,2016-12-06,Routine - Unscheduled
83351,20160920,103109,High Risk,Unclean or unsanitary food contact surfaces,City Super,1108 Stockton St,San Francisco,CA,83351_20190416,2019-04-16,Routine - Unscheduled
70914,20150520,103150,Low Risk,Improper or defective plumbing,Fior d' Italia,2237 Mason St,San Francisco,CA,70914_20170919,2017-09-19,Routine - Unscheduled
68189,20140609,103139,Low Risk,Improper food storage,Silverstone Cafe,3278 24th St,San Francisco,CA,68189_20180510,2018-05-10,Routine - Unscheduled
82207,20150623,103156,Low Risk,Permit license or inspection report not posted,Mathilde French Bistro,315 05th St,San Francisco,CA,82207_20171017,2017-10-17,Routine - Unscheduled
68454,20140827,103134,Moderate Risk,Other moderate risk violation,Kippu Japanese Restaurant,1707 BUCHANAN St,San Francisco,CA,68454_20190128,2019-01-28,Routine - Unscheduled
85026,20151021,103154,Low Risk,Unclean or degraded floors walls or ceilings,Sushi Fantastic,215 Fremont St Suite 2A,San Francisco,CA,85026_20170629,2017-06-29,Routine - Unscheduled
84634,20150817,103144,Low Risk,Unapproved or unmaintained equipment or utensils,Gyros on Wheels,428 11th St,San Francisco,CA,84634_20170523,2017-05-23,Routine - Unscheduled
70619,20141215,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,Tenglong Chinese Restaurant,208 CLEMENT St,San Francisco,CA,70619_20181026,2018-10-26,Routine - Unscheduled
71057,20150313,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,The Creamery,685 04th St,San Francisco,CA,71057_20190905,2019-09-05,Routine - Unscheduled
65679,20140703,103161,Low Risk,Low risk vermin infestation,Red House Bakery,2818 San Bruno Ave,San Francisco,CA,65679_20171204,2017-12-04,Routine - Unscheduled
73902,20140521,103139,Low Risk,Improper food storage,20th Century Cafe,198 Gough St,San Francisco,CA,73902_20171101,2017-11-01,Routine - Unscheduled
70365,20160804,103125,Moderate Risk,Noncompliance with shell fish tags or display,The Chapel,777 Valencia St,San Francisco,CA,70365_20171018,2017-10-18,Routine - Unscheduled
85299,20160624,103120,Moderate Risk,Moderate risk food holding temperature,Piccolo Forno,725 Columbus Ave,San Francisco,CA,85299_20180413,2018-04-13,Routine - Unscheduled
67486,20141028,103153,Low Risk,Inadequate dressing rooms or improper storage of personal items,Phat Thai,Off The Grid,San Francisco,CA,67486_20180127,2018-01-27,Routine - Unscheduled
77403,20160802,103102,High Risk,Unclean hands or improper use of gloves,Little Giant Restaurant Inc.,217 King St,San Francisco,CA,77403_20180828,2018-08-28,Routine - Unscheduled
66704,20150520,103161,Low Risk,Low risk vermin infestation,DR. TEETH AND THE ELECTRIC MAYHEM,2323 MISSION St,San Francisco,CA,66704_20161101,2016-11-01,Routine - Unscheduled
82345,20150615,103162,Low Risk,Other low risk violation,Blaze Pizza Fast-Fire'd,3251 20th Ave #157,San Francisco,CA,82345_20171012,2017-10-12,Routine - Unscheduled
65529,20150105,103120,Moderate Risk,Moderate risk food holding temperature,DNA Pizza,371 11th St,San Francisco,CA,65529_20170227,2017-02-27,Routine - Unscheduled
70090,20141008,103120,Moderate Risk,Moderate risk food holding temperature,Cathead's BBQ,1665 FOLSOM St,San Francisco,CA,70090_20180117,2018-01-17,Routine - Unscheduled
70838,20140617,103120,Moderate Risk,Moderate risk food holding temperature,Trattoria Da Vittorio,150 WEST PORTAL Ave,San Francisco,CA,70838_20180111,2018-01-11,Routine - Unscheduled
85924,20160929,103121,Moderate Risk,Inadequate procedures or records for time as a public health control,Domino's #8421,5200 Geary Blvd,San Francisco,CA,85924_20190204,2019-02-04,Routine - Unscheduled
81187,20150311,103151,Low Risk,Inadequate or unsanitary refuse containers or area or no garbage service,Casa Mayah Restaurant,294 Turk St,San Francisco,CA,81187_20170418,2017-04-18,Routine - Unscheduled
80643,20151109,103154,Low Risk,Unclean or degraded floors walls or ceilings,Taqueria El Castillito,370 Golden Gate Ave,San Francisco,CA,80643_20181228,2018-12-28,Routine - Unscheduled
83642,20160829,103109,High Risk,Unclean or unsanitary food contact surfaces,Paojao Dumpling & Noodles,380 Bush St #6,San Francisco,CA,83642_20190523,2019-05-23,Routine - Unscheduled
67862,20150501,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,The Social Study,1795 Geary Blvd,San Francisco,CA,67862_20161011,2016-10-11,Routine - Unscheduled
88554,20160728,103145,Low Risk,Improper storage of equipment utensils or linens,Express Liquor and Pupuseria,4715 Geary Blvd,San Francisco,CA,88554_20170213,2017-02-13,Routine - Unscheduled
76033,20160913,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,Vietnamese Noodle House,2511 Noriega St,San Francisco,CA,76033_20181206,2018-12-06,Routine - Unscheduled
83644,20160608,103139,Low Risk,Improper food storage,A Desi Cafe,1501 Noriega St,San Francisco,CA,83644_20180314,2018-03-14,Routine - Unscheduled
77157,20140917,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,Juice Shop,142 02nd St,San Francisco,CA,77157_20170112,2017-01-12,Routine - Unscheduled
88082,20160830,103143,Low Risk,Inadequate warewashing facilities or equipment,Chongqing Xiaomian,915 Kearny St,San Francisco,CA,88082_20171115,2017-11-15,Routine - Unscheduled
82259,20150428,103138,Low Risk,Improper storage use or identification of toxic substances,Seniores Pizza,559 Divisadero St,San Francisco,CA,82259_20190801,2019-08-01,Complaint
69769,20140108,103153,Low Risk,Inadequate dressing rooms or improper storage of personal items,Whole Foods Market,1150 Ocean Ave,San Francisco,CA,69769_20170613,2017-06-13,Routine - Unscheduled
69520,20160919,103102,High Risk,Unclean hands or improper use of gloves,Inay - Metreon SF,135 04th St FC-10,San Francisco,CA,69520_20190107,2019-01-07,Routine - Unscheduled
81894,20150226,103144,Low Risk,Unapproved or unmaintained equipment or utensils,Tycoon Cafe & Restaurant,620 O'Farrell St,San Francisco,CA,81894_20170721,2017-07-21,Routine - Unscheduled
79801,20160613,103103,High Risk,High risk food holding temperature,Royal Cuckoo Market,3368 19th St,San Francisco,CA,79801_20170830,2017-08-30,Routine - Unscheduled
81409,20160727,103105,High Risk,Improper cooling methods,Taqueria La Iguana Azul,928 Geneva Ave,San Francisco,CA,81409_20170203,2017-02-03,Routine - Unscheduled
68696,20140609,103150,Low Risk,Improper or defective plumbing,Xiao Long Bao,625 Clement St,San Francisco,CA,68696_20170810,2017-08-10,Routine - Unscheduled
80451,20141007,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,OZ Pizza,508 Castro St,San Francisco,CA,80451_20180417,2018-04-17,Routine - Unscheduled
69244,20140624,103145,Low Risk,Improper storage of equipment utensils or linens,Jamber,858 Folsom St,San Francisco,CA,69244_20181207,2018-12-07,Routine - Unscheduled
66902,20140618,103150,Low Risk,Improper or defective plumbing,Palio Paninoteca,"2565 03rd St, # 307",San Francisco,CA,66902_20190806,2019-08-06,Routine - Unscheduled
78426,20140714,103107,High Risk,Improper reheating of food,Pabu,101 California St,San Francisco,CA,78426_20161207,2016-12-07,Complaint
66361,20160406,103105,High Risk,Improper cooling methods,Cafe Bunn Mi,417 CLEMENT St,San Francisco,CA,66361_20180207,2018-02-07,Routine - Unscheduled
83403,20160912,103131,Moderate Risk,Moderate risk vermin infestation,Ly's Vietnamese Cuisine,1779 Lombard St,San Francisco,CA,83403_20170918,2017-09-18,Routine - Unscheduled
84619,20160908,103131,Moderate Risk,Moderate risk vermin infestation,The Dorian,2001 Chestnut St,San Francisco,CA,84619_20180221,2018-02-21,Routine - Unscheduled
81509,20160222,103139,Low Risk,Improper food storage,The Flying Falafel,1051 Market St,San Francisco,CA,81509_20180126,2018-01-26,Routine - Unscheduled
74680,20141205,103157,Low Risk,Food safety certificate or food handler card not available,Aliment,790 Bush St,San Francisco,CA,74680_20190603,2019-06-03,Routine - Unscheduled
76685,20141113,103136,Low Risk,Unsanitary employee garments hair or nails,Jane,925 Larkin St,San Francisco,CA,76685_20170801,2017-08-01,Routine - Unscheduled
83472,20160907,103161,Low Risk,Low risk vermin infestation,The Spice Jar,2500 Bryant St,San Francisco,CA,83472_20180321,2018-03-21,Routine - Unscheduled
66406,20160928,103102,High Risk,Unclean hands or improper use of gloves,Charley's Grilled Subs,865 Market St,San Francisco,CA,66406_20190822,2019-08-22,Routine - Unscheduled
69282,20161003,103154,Low Risk,Unclean or degraded floors walls or ceilings,New Jumbo Seafood Restaurant,1532 NORIEGA St,San Francisco,CA,69282_20190123,2019-01-23,Routine - Unscheduled
85953,20160516,103120,Moderate Risk,Moderate risk food holding temperature,WesBurger N' More,2240 Mission St,San Francisco,CA,85953_20190827,2019-08-27,Complaint
71310,20150109,103150,Low Risk,Improper or defective plumbing,Golden King Vietnamese Restaurant,757 Clay St,San Francisco,CA,71310_20171115,2017-11-15,Routine - Unscheduled
79520,20150810,103120,Moderate Risk,Moderate risk food holding temperature,Huli Huli Hawaiian Grill,4100 03rd St,San Francisco,CA,79520_20190626,2019-06-26,Routine - Unscheduled
82563,20150401,103138,Low Risk,Improper storage use or identification of toxic substances,Noriega Produce LLC,3821 Noriega St,San Francisco,CA,82563_20180515,2018-05-15,Routine - Unscheduled
69799,20140604,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,Lers Ros Thai Noodle,730 Larkin St,San Francisco,CA,69799_20170118,2017-01-18,Routine - Unscheduled
70142,20150403,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,Rosa Mexicano,1 market Plaza,San Francisco,CA,70142_20190326,2019-03-26,Routine - Unscheduled
65487,20160923,103105,High Risk,Improper cooling methods,"Aslam's Rasoi, Inc.",1037 VALENCIA St,San Francisco,CA,65487_20180731,2018-07-31,Routine - Unscheduled
70723,20160518,103157,Low Risk,Food safety certificate or food handler card not available,Dirty Habit,12 04th St,San Francisco,CA,70723_20180423,2018-04-23,Routine - Unscheduled
65350,20160927,103161,Low Risk,Low risk vermin infestation,Cordova Market,301 ROLPH St,San Francisco,CA,65350_20180305,2018-03-05,Routine - Unscheduled
83325,20150529,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,Five Star Truffles,4251 A 18th St,San Francisco,CA,83325_20181015,2018-10-15,Routine - Unscheduled
78406,20141029,103162,Low Risk,Other low risk violation,Joliba Cafe,601 South Van Ness Ave,San Francisco,CA,78406_20170125,2017-01-25,Routine - Unscheduled
77778,20140603,103153,Low Risk,Inadequate dressing rooms or improper storage of personal items,Thai Thai Noodle 2,1400 California St,San Francisco,CA,77778_20190911,2019-09-11,Routine - Unscheduled
82231,20150529,103145,Low Risk,Improper storage of equipment utensils or linens,Rusty's Southern LLC,750 Ellis St,San Francisco,CA,82231_20180201,2018-02-01,Routine - Unscheduled
68768,20150127,103103,High Risk,High risk food holding temperature,Elsy's Restaurant,2893 Mission St,San Francisco,CA,68768_20180314,2018-03-14,Routine - Unscheduled
69759,20150527,103145,Low Risk,Improper storage of equipment utensils or linens,Fish N Gari,1718 Polk St,San Francisco,CA,69759_20170912,2017-09-12,Routine - Unscheduled
79782,20140731,103154,Low Risk,Unclean or degraded floors walls or ceilings,Deli 23,2449 23rd St,San Francisco,CA,79782_20170801,2017-08-01,Routine - Unscheduled
86933,20160411,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,TAGCK-3,799 Battery St,San Francisco,CA,86933_20170614,2017-06-14,Routine - Unscheduled
68130,20150330,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,Vinyl Cafe and Wine Bar,359 DIVISADERO St,San Francisco,CA,68130_20180605,2018-06-05,Reinspection/Followup
81383,20150120,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,Sammy's Cafe,1416 Bush St,San Francisco,CA,81383_20161024,2016-10-24,Routine - Unscheduled
68070,20140611,103162,Low Risk,Other low risk violation,Per Diem,564 Market St #140,San Francisco,CA,68070_20161102,2016-11-02,Routine - Unscheduled
